id,issue_type,latitude,longitude,ward,date,severity,status,resolution_days,rainfall_mm,traffic_density,population_density,affected_population,trust_score,priority_score,verification_count,economic_impact_inr
ISS-00218,water_leakage,12.958177,77.715161,Marathahalli,2023-11-23,critical,reported,,71.0,92.2,16000,1435,86,78,14,85944
ISS-00219,open_manhole,12.900826,77.663083,HSR Layout,2024-02-09,high,reported,,0,78.5,14000,892,63,28,18,28138
ISS-00220,road_damage,12.90643,77.597682,BTM Layout,2024-08-02,medium,in_progress,,58.4,79.9,17000,829,41,52,25,42341
ISS-00221,pothole,12.935802,77.610254,BTM Layout,2024-11-10,low,verified,,36.7,98.4,17000,734,66,74,19,27352
ISS-00222,garbage,12.894296,77.581598,JP Nagar,2025-01-13,low,reported,,0,79.7,16000,448,72,94,17,23267
ISS-00223,construction_hazard,12.951749,77.753962,Whitefield,2023-08-14,high,reported,,12.7,50.3,12000,368,60,28,8,7097
ISS-00224,water_leakage,12.996181,77.642185,Indiranagar,2023-05-03,medium,reported,,0,93.8,15000,358,60,61,14,9609
ISS-00225,garbage,12.996274,77.653221,Indiranagar,2023-08-22,low,verified,,0,70.5,15000,492,58,97,10,26796
ISS-00226,garbage,13.040488,77.590741,Hebbal,2023-05-10,high,verified,,0,58.1,11000,568,87,39,4,23578
ISS-00227,water_leakage,12.9864,77.621561,Indiranagar,2023-09-03,medium,reported,,75.3,84.0,15000,707,56,57,8,19797
ISS-00228,water_leakage,12.990429,77.574202,Rajajinagar,2023-05-02,medium,in_progress,,0,90.2,19000,103,40,34,13,2925
ISS-00229,construction_hazard,13.053259,77.591532,Hebbal,2024-01-06,low,in_progress,,0,45.5,11000,184,83,23,19,8177
ISS-00230,flooding,12.963266,77.730496,Whitefield,2023-10-07,low,resolved,20,34.8,79.7,12000,117,53,59,7,6590
ISS-00231,pothole,12.832537,77.684921,Electronic City,2025-05-14,medium,in_progress,,0,43.4,9000,322,94,51,6,6926
ISS-00232,water_leakage,13.028958,77.590619,Hebbal,2023-06-09,medium,reported,,0,46.3,11000,306,56,39,0,14175
ISS-00233,construction_hazard,12.937752,77.582101,Jayanagar,2024-09-23,medium,reported,,0,100,20000,924,79,50,18,30215
ISS-00234,construction_hazard,12.974801,77.531271,Vijayanagar,2024-02-12,medium,in_progress,,0,89.6,18000,497,89,31,28,27517
ISS-00235,streetlight,13.014886,77.562323,Malleswaram,2025-03-01,medium,reported,,0,100,22000,440,65,73,9,7090
ISS-00236,garbage,13.010158,77.567442,Rajajinagar,2023-02-03,high,in_progress,,0,97.3,19000,272,52,23,23,7839
ISS-00237,road_damage,12.983059,77.542301,Vijayanagar,2025-02-03,medium,reported,,0,82.0,18000,507,51,59,11,7715
ISS-00238,construction_hazard,12.916916,77.60562,JP Nagar,2025-02-15,low,in_progress,,0,81.9,16000,210,86,64,18,11244
ISS-00239,water_leakage,12.901532,77.601843,Bannerghatta,2024-12-08,high,reported,,0,45.9,7000,521,68,94,6,23711
ISS-00240,construction_hazard,12.978026,77.696413,Marathahalli,2024-01-06,medium,reported,,0,91.7,16000,335,61,59,27,7038
ISS-00241,water_leakage,12.965129,77.766708,Whitefield,2024-03-22,medium,reported,,0,68.3,12000,337,70,57,11,7345
ISS-00242,road_damage,12.915704,77.604907,BTM Layout,2024-01-02,high,reported,,0,81.3,17000,811,41,32,1,44938
ISS-00243,streetlight,12.983063,77.752841,Whitefield,2024-02-20,low,in_progress,,0,79.0,12000,333,69,64,18,3554
ISS-00244,flooding,12.914878,77.567267,JP Nagar,2024-07-11,medium,verified,,19.6,86.8,16000,131,61,42,11,6676
ISS-00245,streetlight,12.971166,77.547662,Vijayanagar,2023-01-27,critical,reported,,0,99.4,18000,1625,82,72,1,68033
ISS-00246,pothole,12.827992,77.68994,Electronic City,2023-06-11,high,reported,,19.2,58.8,9000,399,75,34,26,8961
ISS-00247,construction_hazard,12.960535,77.514925,Vijayanagar,2024-08-30,high,resolved,16,0,87.9,18000,1057,83,93,10,34174
ISS-00248,construction_hazard,12.835673,77.663928,Electronic City,2024-05-27,low,reported,,0,43.6,9000,307,65,79,30,8485
ISS-00249,road_damage,12.913471,77.574102,JP Nagar,2025-05-16,medium,in_progress,,0,70.3,16000,166,91,27,27,8490
ISS-00250,open_manhole,12.953753,77.604979,Koramangala,2024-06-27,high,reported,,0,100,18000,800,83,59,4,37566
ISS-00251,pothole,12.902384,77.644186,HSR Layout,2024-05-17,low,resolved,42,0,73.7,14000,298,56,26,30,8295
ISS-00252,construction_hazard,12.893414,77.598459,Bannerghatta,2025-01-26,medium,reported,,0,32.5,7000,326,78,20,3,17275
ISS-00253,open_manhole,12.878182,77.60705,Bannerghatta,2023-12-27,low,resolved,78,0,49.1,7000,262,56,78,29,5196
ISS-00254,water_leakage,12.903124,77.647017,HSR Layout,2024-06-03,low,resolved,92,36.8,73.1,14000,303,76,86,12,10370
ISS-00255,flooding,12.90404,77.639402,HSR Layout,2024-07-14,medium,resolved,28,16.6,68.0,14000,99,93,79,8,4591
ISS-00256,construction_hazard,13.00879,77.562107,Malleswaram,2023-10-21,medium,in_progress,,70.3,100,22000,536,86,58,29,27318
ISS-00257,construction_hazard,13.091782,77.581217,Yelahanka,2023-04-25,medium,resolved,25,0,32.5,8000,81,44,43,16,4616
ISS-00258,construction_hazard,12.97523,77.680111,Marathahalli,2024-03-09,medium,in_progress,,0,76.0,16000,407,51,47,5,8442
ISS-00259,road_damage,12.925678,77.623171,BTM Layout,2025-03-03,medium,reported,,0,78.3,17000,447,89,99,23,13278
ISS-00260,pothole,12.97873,77.684781,Marathahalli,2024-11-02,medium,resolved,43,0,76.6,16000,343,64,42,10,5311
ISS-00261,flooding,12.975978,77.514835,Vijayanagar,2024-04-06,high,in_progress,,0,100,18000,895,67,79,26,22550
ISS-00262,water_leakage,12.941379,77.588974,Jayanagar,2024-10-10,low,verified,,35.5,100,20000,836,49,100,18,44488
ISS-00263,pothole,12.971416,77.652813,Indiranagar,2023-10-02,medium,resolved,36,0,92.7,15000,168,69,47,14,8671
ISS-00264,construction_hazard,12.941498,77.587417,Jayanagar,2024-04-08,low,reported,,0,92.1,20000,552,64,46,1,18127
ISS-00265,construction_hazard,12.926234,77.578881,JP Nagar,2023-09-24,low,reported,,0,72.3,16000,188,71,26,28,9152
ISS-00266,road_damage,13.009752,77.564209,Malleswaram,2023-03-28,medium,in_progress,,0,100,22000,826,72,56,22,49022
ISS-00267,flooding,12.930227,77.564409,Jayanagar,2023-01-01,medium,in_progress,,0,100,20000,348,72,46,30,4041
ISS-00268,flooding,12.825483,77.673176,Electronic City,2024-10-07,high,resolved,13,75.5,38.5,9000,566,94,23,10,9493
ISS-00269,water_leakage,13.007818,77.578128,Malleswaram,2023-09-16,high,in_progress,,0,100,22000,1023,70,84,19,31568
ISS-00270,garbage,12.910052,77.621183,BTM Layout,2025-02-23,low,reported,,0,79.6,17000,156,52,21,18,7289
ISS-00271,streetlight,12.926687,77.612896,Koramangala,2024-10-14,medium,verified,,22.8,82.9,18000,640,55,21,5,17671
ISS-00272,open_manhole,12.952647,77.635284,Koramangala,2023-06-06,critical,verified,,76.8,100,18000,386,82,54,27,17852
ISS-00273,open_manhole,12.973468,77.550979,Vijayanagar,2024-11-22,medium,resolved,23,0,100,18000,741,93,93,12,9018
ISS-00274,garbage,12.85371,77.695165,Electronic City,2023-01-19,medium,reported,,0,62.7,9000,178,51,58,7,5621
ISS-00275,road_damage,12.908048,77.648832,HSR Layout,2024-03-02,high,verified,,0,62.8,14000,403,47,41,22,16751
ISS-00276,open_manhole,12.903466,77.609644,BTM Layout,2023-05-07,critical,verified,,0,98.7,17000,1118,95,27,4,13474
ISS-00277,water_leakage,12.967755,77.636964,Indiranagar,2025-02-07,medium,in_progress,,0,92.7,15000,88,85,55,14,3812
ISS-00278,streetlight,12.957329,77.53101,Vijayanagar,2025-04-21,low,in_progress,,0,100,18000,739,41,70,24,16691
ISS-00279,road_damage,12.893089,77.59987,Bannerghatta,2023-05-18,medium,in_progress,,0,27.9,7000,313,75,32,29,12824
ISS-00280,garbage,12.992572,77.573801,Rajajinagar,2023-01-29,high,resolved,5,0,93.7,19000,1087,76,35,29,56878
ISS-00281,flooding,12.913086,77.60672,BTM Layout,2024-05-08,low,in_progress,,0,88.2,17000,219,48,29,7,7900
ISS-00282,construction_hazard,12.900225,77.652809,HSR Layout,2024-03-02,medium,reported,,0,79.7,14000,279,62,22,26,6023
ISS-00283,open_manhole,12.985718,77.531528,Vijayanagar,2023-12-29,medium,resolved,33,0,91.7,18000,420,79,57,10,10812
ISS-00284,streetlight,12.978355,77.69023,Marathahalli,2024-10-10,high,reported,,10.3,77.3,16000,868,51,20,23,31718
ISS-00285,open_manhole,13.01525,77.560407,Malleswaram,2024-10-16,high,verified,,0,100,22000,1279,43,29,13,67183
ISS-00286,construction_hazard,12.832312,77.682272,Electronic City,2024-01-03,low,reported,,0,47.4,9000,261,95,42,24,14955
ISS-00287,water_leakage,13.032149,77.599853,Hebbal,2023-09-21,critical,verified,,0,56.5,11000,476,78,53,24,27794
ISS-00288,streetlight,12.964648,77.515536,Vijayanagar,2024-12-12,low,verified,,0,85.7,18000,853,43,92,11,24531
ISS-00289,flooding,12.898571,77.590208,Bannerghatta,2024-11-30,critical,reported,,0,40.5,7000,524,70,90,5,10280
ISS-00290,construction_hazard,12.977555,77.551871,Rajajinagar,2023-08-31,medium,in_progress,,0,98.2,19000,849,55,82,29,36843
ISS-00291,water_leakage,12.910047,77.595876,Jayanagar,2023-04-30,medium,verified,,0,100,20000,979,47,45,30,10953
ISS-00292,construction_hazard,12.924825,77.602274,Jayanagar,2024-03-20,low,in_progress,,0,100,20000,509,95,54,21,30410
ISS-00293,water_leakage,12.830195,77.666457,Electronic City,2024-04-20,medium,in_progress,,0,52.4,9000,371,65,37,0,19716
ISS-00294,garbage,13.081975,77.594252,Yelahanka,2025-02-13,medium,verified,,0,37.4,8000,153,41,42,2,2571
ISS-00295,flooding,12.926181,77.62728,Koramangala,2024-09-22,low,resolved,90,52.4,93.5,18000,340,44,49,6,16383
ISS-00296,water_leakage,12.964763,77.645231,Indiranagar,2024-08-19,high,verified,,18.3,72.2,15000,515,42,79,15,14087
ISS-00297,construction_hazard,13.010443,77.554756,Rajajinagar,2025-03-02,low,reported,,0,93.0,19000,588,95,52,11,32459
ISS-00298,pothole,12.839307,77.694989,Electronic City,2023-06-06,medium,reported,,52.3,36.3,9000,120,68,36,18,5752
ISS-00299,garbage,13.082727,77.608418,Yelahanka,2024-04-26,critical,reported,,0,57.9,8000,160,64,93,20,4284
ISS-00300,garbage,13.085907,77.595442,Yelahanka,2023-04-15,critical,verified,,0,44.3,8000,533,86,40,23,24654
ISS-00301,garbage,13.025001,77.614907,Hebbal,2023-06-17,high,in_progress,,0,49.1,11000,245,84,96,6,13721
ISS-00302,pothole,12.952664,77.539726,Vijayanagar,2023-11-24,high,resolved,18,36.3,98.7,18000,546,44,93,12,14760
ISS-00303,streetlight,12.913988,77.601333,Jayanagar,2023-07-03,high,verified,,0,100,20000,495,52,97,30,15031
ISS-00304,streetlight,12.926903,77.593255,Jayanagar,2024-09-27,medium,resolved,21,0,92.2,20000,305,93,71,11,10380
ISS-00305,pothole,13.000849,77.55242,Malleswaram,2023-11-18,high,in_progress,,0,100,22000,277,45,78,0,10218
ISS-00306,pothole,12.880253,77.60509,Bannerghatta,2024-08-06,medium,verified,,0,48.1,7000,273,85,57,17,12189
ISS-00307,pothole,12.985234,77.588898,Malleswaram,2024-08-03,low,in_progress,,0,100,22000,182,70,55,16,4182
ISS-00308,road_damage,12.906238,77.651812,HSR Layout,2024-05-13,high,verified,,0,89.3,14000,689,87,54,19,16912
ISS-00309,road_damage,12.896591,77.640998,HSR Layout,2024-03-06,medium,resolved,54,0,74.5,14000,632,65,38,9,26964
ISS-00310,construction_hazard,12.956304,77.749645,Whitefield,2023-03-04,high,resolved,8,0,68.7,12000,816,94,46,11,26703
ISS-00311,streetlight,13.110381,77.583207,Yelahanka,2023-07-18,medium,reported,,62.3,44.3,8000,195,44,67,5,3232
ISS-00312,pothole,12.898214,77.601453,BTM Layout,2023-02-15,low,verified,,0,100,17000,498,70,83,5,8762
ISS-00313,road_damage,12.92468,77.606189,Koramangala,2023-03-19,low,reported,,0,80.5,18000,805,62,61,30,18957
ISS-00314,open_manhole,12.986506,77.625032,Indiranagar,2025-02-21,low,in_progress,,0,74.7,15000,354,86,23,1,17884
ISS-00315,water_leakage,12.978382,77.562091,Rajajinagar,2023-06-25,critical,reported,,0,95.2,19000,1269,66,87,24,21865
ISS-00316,water_leakage,12.956906,77.75928,Whitefield,2024-01-29,high,resolved,8,0,57.0,12000,410,52,83,0,22749
ISS-00317,garbage,12.914682,77.603711,Jayanagar,2025-01-29,medium,resolved,46,0,95.2,20000,117,67,75,10,6583
ISS-00318,streetlight,12.931993,77.608905,BTM Layout,2023-06-25,high,verified,,16.2,92.2,17000,884,55,31,1,49500
ISS-00319,water_leakage,12.89571,77.582118,JP Nagar,2023-03-04,medium,verified,,0,93.3,16000,280,86,82,13,14641
ISS-00320,garbage,12.918983,77.641424,Koramangala,2023-12-13,medium,verified,,0,100,18000,718,58,99,1,14751
ISS-00321,open_manhole,12.914743,77.598492,Jayanagar,2024-08-07,medium,reported,,29.1,100,20000,834,44,22,17,12499
ISS-00322,pothole,12.976702,77.737311,Whitefield,2023-11-27,high,resolved,7,62.7,59.4,12000,166,72,25,8,8784
ISS-00323,pothole,12.980193,77.566764,Rajajinagar,2024-09-13,critical,verified,,49.8,100,19000,561,41,23,23,13282
ISS-00324,streetlight,12.988629,77.763264,Whitefield,2023-02-09,low,verified,,0,56.1,12000,413,76,64,14,21336
ISS-00325,garbage,12.952091,77.622036,Koramangala,2024-11-06,high,in_progress,,79.3,80.6,18000,708,68,67,24,8249
ISS-00326,road_damage,12.883797,77.589075,Bannerghatta,2024-04-30,low,resolved,14,0,41.6,7000,162,65,94,3,7896
ISS-00327,pothole,13.009041,77.55925,Rajajinagar,2024-01-05,high,reported,,0,96.1,19000,671,78,20,27,12035
ISS-00328,pothole,13.036712,77.577651,Hebbal,2023-10-26,low,verified,,76.1,67.4,11000,508,67,20,21,29187
ISS-00329,open_manhole,13.046948,77.607333,Hebbal,2023-12-27,critical,reported,,0,54.1,11000,326,59,65,25,14354
ISS-00330,water_leakage,12.91488,77.570152,JP Nagar,2024-01-17,high,resolved,18,0,90.1,16000,1074,70,94,17,39406
ISS-00331,construction_hazard,12.935945,77.626531,BTM Layout,2024-01-12,medium,in_progress,,0,90.5,17000,545,46,49,10,6342
ISS-00332,open_manhole,12.935073,77.575172,Jayanagar,2025-02-13,low,reported,,0,96.8,20000,948,47,28,11,11561
ISS-00333,flooding,12.845519,77.695734,Electronic City,2024-05-17,low,reported,,0,51.9,9000,430,56,29,18,21504
ISS-00334,flooding,12.963635,77.528725,Vijayanagar,2023-02-22,high,in_progress,,0,93.3,18000,998,79,64,5,46313
ISS-00335,garbage,12.897741,77.586997,Bannerghatta,2024-09-11,low,verified,,0,38.4,7000,301,53,35,27,5743
ISS-00336,open_manhole,13.014515,77.589463,Malleswaram,2023-09-09,high,in_progress,,0,100,22000,801,41,88,24,14068
ISS-00337,water_leakage,12.99209,77.58694,Malleswaram,2025-01-05,critical,in_progress,,0,100,22000,1271,74,99,19,15669
ISS-00338,water_leakage,12.896906,77.581761,JP Nagar,2023-01-03,high,resolved,16,0,94.8,16000,633,49,61,3,20812
ISS-00339,water_leakage,12.855026,77.690699,Electronic City,2023-04-18,low,verified,,0,56.4,9000,74,92,79,20,3757
ISS-00340,flooding,12.979966,77.539571,Vijayanagar,2023-02-24,medium,verified,,0,81.2,18000,584,84,45,12,29056
ISS-00341,pothole,12.992633,77.655627,Indiranagar,2023-02-17,high,resolved,4,0,89.9,15000,744,87,71,30,30126
ISS-00342,flooding,12.984803,77.564641,Rajajinagar,2025-01-31,critical,reported,,0,88.4,19000,1592,42,54,25,50904
ISS-00343,construction_hazard,12.983709,77.659444,Indiranagar,2024-02-26,medium,verified,,0,76.9,15000,499,71,57,0,15608
ISS-00344,road_damage,12.884799,77.57827,Bannerghatta,2024-02-10,high,reported,,0,50.7,7000,144,73,75,19,1617
ISS-00345,water_leakage,12.964797,77.75497,Whitefield,2025-03-08,high,in_progress,,0,52.5,12000,270,77,21,12,9488
ISS-00346,construction_hazard,12.907895,77.614231,Bannerghatta,2023-07-18,high,reported,,0,54.3,7000,79,71,53,13,797
ISS-00347,water_leakage,12.828247,77.686631,Electronic City,2023-01-03,medium,verified,,0,43.1,9000,164,68,86,21,8190
ISS-00348,open_manhole,12.926627,77.624011,Koramangala,2025-03-04,low,reported,,0,100,18000,169,79,95,25,9592
ISS-00349,streetlight,12.949959,77.737648,Whitefield,2024-04-15,low,reported,,0,53.8,12000,238,49,45,3,7612
ISS-00350,flooding,12.921847,77.59465,BTM Layout,2024-07-22,low,reported,,56.5,91.4,17000,100,41,31,0,2929
ISS-00351,streetlight,12.955959,77.75737,Whitefield,2023-10-08,medium,reported,,71.4,78.4,12000,391,55,82,29,21469
ISS-00352,flooding,12.968855,77.742205,Whitefield,2024-02-05,low,reported,,0,74.5,12000,410,54,85,19,20847
ISS-00353,open_manhole,12.897022,77.577249,JP Nagar,2023-05-07,critical,resolved,3,0,95.4,16000,1185,69,24,24,13582
ISS-00354,road_damage,12.94464,77.708837,Marathahalli,2025-03-10,high,verified,,0,76.7,16000,344,81,89,11,7432
ISS-00355,water_leakage,12.882348,77.604064,Bannerghatta,2023-07-05,medium,reported,,26.1,44.2,7000,250,64,73,28,3170
ISS-00356,streetlight,12.975587,77.542067,Vijayanagar,2023-02-10,low,in_progress,,0,98.8,18000,722,41,71,11,42451
ISS-00357,flooding,12.855013,77.659931,Electronic City,2024-02-08,low,resolved,14,0,59.1,9000,328,58,92,10,18669
ISS-00358,flooding,12.924082,77.657321,HSR Layout,2024-02-26,low,reported,,0,61.3,14000,290,54,62,26,13485
ISS-00359,pothole,12.969908,77.689203,Marathahalli,2023-05-16,low,verified,,0,74.7,16000,748,69,54,15,25598
ISS-00360,garbage,12.949825,77.751377,Whitefield,2024-01-06,medium,resolved,17,0,68.6,12000,148,85,88,29,3618
ISS-00361,open_manhole,13.018633,77.597686,Hebbal,2023-12-08,medium,verified,,0,69.2,11000,304,44,73,4,11708
ISS-00362,pothole,12.939311,77.579141,Jayanagar,2023-02-24,low,resolved,91,0,100,20000,715,46,89,25,38256
ISS-00363,pothole,12.957817,77.746134,Whitefield,2023-07-07,low,verified,,0,60.0,12000,83,84,78,18,4242
ISS-00364,streetlight,13.004878,77.566717,Rajajinagar,2024-03-09,critical,verified,,0,90.0,19000,1655,78,20,15,53278
ISS-00365,flooding,12.885189,77.597679,Bannerghatta,2023-09-26,critical,reported,,0,28.9,7000,597,93,86,4,22554
ISS-00366,pothole,12.991654,77.645093,Indiranagar,2024-04-30,medium,verified,,0,89.8,15000,630,81,62,17,30784
ISS-00367,road_damage,12.908293,77.662126,HSR Layout,2025-01-24,high,verified,,0,60.7,14000,105,60,42,28,3044
ISS-00368,road_damage,12.967667,77.69127,Marathahalli,2024-07-27,medium,resolved,37,75.0,97.4,16000,568,61,55,12,19155
ISS-00369,water_leakage,13.000181,77.555324,Rajajinagar,2023-08-02,high,reported,,19.7,100,19000,946,82,52,25,56446
ISS-00370,water_leakage,13.087083,77.604903,Yelahanka,2025-03-25,medium,in_progress,,0,42.7,8000,57,84,45,15,2079
ISS-00371,flooding,13.084991,77.594684,Yelahanka,2024-11-09,medium,resolved,49,69.1,47.5,8000,134,52,76,10,1426
ISS-00372,water_leakage,13.08858,77.579708,Yelahanka,2025-05-24,low,in_progress,,0,31.4,8000,192,71,46,24,8299
ISS-00373,open_manhole,12.978809,77.542361,Rajajinagar,2025-02-07,high,verified,,0,100,19000,1278,63,54,7,55074
ISS-00374,road_damage,12.975047,77.548172,Rajajinagar,2024-12-25,medium,reported,,0,100,19000,832,40,33,30,26296
ISS-00375,pothole,12.936239,77.605856,BTM Layout,2023-05-22,medium,in_progress,,0,80.9,17000,176,42,100,6,9103
ISS-00376,flooding,12.82672,77.677463,Electronic City,2023-04-02,medium,verified,,0,41.0,9000,114,79,31,23,3021
ISS-00377,streetlight,12.833253,77.658616,Electronic City,2023-04-24,high,verified,,0,58.7,9000,219,92,56,1,10367
ISS-00378,construction_hazard,13.103889,77.579677,Yelahanka,2023-10-14,medium,reported,,0,42.4,8000,330,63,59,12,7112
ISS-00379,construction_hazard,12.945264,77.641739,Koramangala,2023-01-05,medium,verified,,0,94.8,18000,709,88,47,4,35193
ISS-00380,flooding,12.950911,77.686532,Marathahalli,2024-09-11,medium,in_progress,,63.2,71.4,16000,611,83,52,1,21920
ISS-00381,open_manhole,13.012327,77.575607,Malleswaram,2023-05-30,medium,reported,,0,100,22000,448,52,28,15,12874
ISS-00382,water_leakage,12.827369,77.679923,Electronic City,2023-08-24,low,reported,,0,62.4,9000,312,46,52,22,6972
ISS-00383,flooding,12.844189,77.6608,Electronic City,2024-06-01,medium,in_progress,,0,52.9,9000,364,79,23,24,11976
ISS-00384,open_manhole,12.890318,77.635659,HSR Layout,2023-05-11,high,resolved,13,0,80.2,14000,800,78,70,2,22735
ISS-00385,open_manhole,12.846215,77.685387,Electronic City,2025-01-10,low,verified,,0,56.1,9000,212,50,31,27,4523
ISS-00386,garbage,12.898587,77.601242,JP Nagar,2023-09-01,low,verified,,0,98.3,16000,117,60,96,3,5718
ISS-00387,flooding,12.92035,77.656412,HSR Layout,2024-06-22,high,reported,,67.9,67.4,14000,681,56,29,16,34895
ISS-00388,flooding,12.890696,77.608356,Bannerghatta,2023-08-12,medium,in_progress,,22.0,51.2,7000,288,51,94,30,13508
ISS-00389,garbage,12.844813,77.665883,Electronic City,2023-07-28,low,resolved,43,0,48.7,9000,72,52,75,29,848
ISS-00390,water_leakage,12.921832,77.614781,BTM Layout,2025-01-01,high,verified,,0,100,17000,349,72,31,19,12996
ISS-00391,road_damage,12.939996,77.582921,Jayanagar,2023-05-23,low,resolved,87,0,97.9,20000,838,86,22,25,24680
ISS-00392,road_damage,12.955566,77.536296,Vijayanagar,2024-03-22,high,resolved,20,0,80.2,18000,922,67,98,14,27132
ISS-00393,garbage,12.956039,77.752851,Whitefield,2023-04-17,medium,in_progress,,0,69.7,12000,335,62,76,17,16668
